ItemID,Category,Vendor,Name,Description,CPU/SoC,RAM_GB,Storage_GB,GPU,Screen_Size_Inch,OS,Price,Rating
LAP-091,Laptop,Dell,"Dell 15.6"" Business Laptop","15.6"" Dell laptop with Intel Core i5-1340P, 32GB RAM, 512GB SSD, NVIDIA RTX 2050, Windows 11 Pro.",Intel Core i5-1340P,32.0,512.0,NVIDIA RTX 2050,15.6,Windows 11 Pro,1396.55,3.9
LAP-092,Laptop,Acer,"Acer 17.0"" Business Laptop","17.0"" Acer laptop with Intel Core Ultra 7 155H, 32GB RAM, 256GB SSD, Integrated, Windows 11 Pro.",Intel Core Ultra 7 155H,32.0,256.0,Integrated,17.0,Windows 11 Pro,1199.89,4.1
LAP-093,Laptop,Dell,"Dell 13.6"" Business Laptop","13.6"" Dell laptop with Intel Core i5-1340P, 64GB RAM, 256GB SSD, Integrated, Windows 11 Pro.",Intel Core i5-1340P,64.0,256.0,Integrated,13.6,Windows 11 Pro,1156.0,4.7
LAP-094,Laptop,Apple,Apple Laptop Model 594,"15.6"" Apple laptop with Apple M2, 8GB unified memory, 512GB SSD, Integrated (Apple GPU 8‑core), macOS Sonoma.",Apple M2,8.0,512.0,Integrated (Apple GPU 8‑core),15.6,macOS Sonoma,1272.68,4.6
LAP-095,Laptop,Dell,"Dell 16.0"" Business Laptop","16.0"" Dell laptop with Intel Core i7-1360P, 16GB RAM, 2048GB SSD, AMD Radeon 780M, Windows 11 Pro.",Intel Core i7-1360P,16.0,2048.0,AMD Radeon 780M,16.0,Windows 11 Pro,1566.72,4.8
LAP-096,Laptop,Apple,Apple Laptop Model 471,"15.6"" Apple laptop with Apple M3, 16GB unified memory, 1024GB SSD, Integrated (Apple GPU 10‑core), macOS Sonoma.",Apple M3,16.0,1024.0,Integrated (Apple GPU 10‑core),15.6,macOS Sonoma,1694.36,3.8
LAP-097,Laptop,Apple,Apple Laptop Model 778,"14.0"" Apple laptop with Apple M3, 32GB unified memory, 2048GB SSD, Integrated (Apple GPU 12‑core), macOS Sonoma.",Apple M3,32.0,2048.0,Integrated (Apple GPU 12‑core),14.0,macOS Sonoma,2120.47,4.2
LAP-098,Laptop,Dell,"Dell 15.0"" Business Laptop","15.0"" Dell laptop with Intel Core i7-1360P, 32GB RAM, 2048GB SSD, NVIDIA RTX 3050, Windows 11 Pro.",Intel Core i7-1360P,32.0,2048.0,NVIDIA RTX 3050,15.0,Windows 11 Pro,1864.58,4.5
LAP-099,Laptop,Acer,"Acer 16.0"" Business Laptop","16.0"" Acer laptop with AMD Ryzen 7 7840U, 64GB RAM, 2048GB SSD, AMD Radeon 780M, Windows 11 Pro.",AMD Ryzen 7 7840U,64.0,2048.0,AMD Radeon 780M,16.0,Windows 11 Pro,2045.04,4.3
LAP-100,Laptop,LG,"LG 13.3"" Business Laptop","13.3"" LG laptop with Intel Core i7-13700H, 32GB RAM, 2048GB SSD, Intel Iris Xe, Windows 11 Pro.",Intel Core i7-13700H,32.0,2048.0,Intel Iris Xe,13.3,Windows 11 Pro,1692.5,4.3
PRN-001,Printer,Xerox,Xerox Color Laser Printer Model 6228,"Color Laser Printer with print speed of 50 ppm, resolution 2400x600 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,320.0,4.2
PRN-002,Printer,Lexmark,Lexmark Laser Printer Model 4113,"Laser Printer with print speed of 40 ppm, resolution 600x600 dpi, connectivity: USB. Ideal for office environments.",,,,,,,803.93,4.7
PRN-003,Printer,Brother,Brother Color Laser Printer Model 9823,"Color Laser Printer with print speed of 20 ppm, resolution 600x600 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,298.21,4.4
PRN-004,Printer,Canon,Canon Color Laser Printer Model 3073,"Color Laser Printer with print speed of 35 ppm, resolution 2400x600 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,172.78,4.8
PRN-005,Printer,Xerox,Xerox Inkjet Printer Model 7775,"Inkjet Printer with print speed of 50 ppm, resolution 1200x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,237.4,4.4
PRN-006,Printer,Lexmark,Lexmark All-in-One Printer Model 1722,"All-in-One Printer with print speed of 50 ppm, resolution 600x600 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,796.91,3.9
PRN-007,Printer,Ricoh,Ricoh Color Laser Printer Model 7831,"Color Laser Printer with print speed of 25 ppm, resolution 1200x1200 dpi, connectivity: USB. Ideal for office environments.",,,,,,,225.08,4.4
PRN-008,Printer,Lexmark,Lexmark Laser Printer Model 2297,"Laser Printer with print speed of 25 ppm, resolution 4800x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,877.62,4.2
PRN-009,Printer,Xerox,Xerox Mono Laser Printer Model 4359,"Mono Laser Printer with print speed of 30 ppm, resolution 600x600 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,228.06,4.5
PRN-010,Printer,Canon,Canon Inkjet Printer Model 6431,"Inkjet Printer with print speed of 30 ppm, resolution 2400x600 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,803.41,3.9
PRN-011,Printer,Lexmark,Lexmark Mono Laser Printer Model 3622,"Mono Laser Printer with print speed of 30 ppm, resolution 600x600 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,844.71,4.2
PRN-012,Printer,Lexmark,Lexmark Mono Laser Printer Model 1936,"Mono Laser Printer with print speed of 25 ppm, resolution 4800x1200 dpi, connectivity: USB. Ideal for office environments.",,,,,,,138.83,3.9
PRN-013,Printer,HP,HP Color Laser Printer Model 6275,"Color Laser Printer with print speed of 35 ppm, resolution 4800x1200 dpi, connectivity: USB. Ideal for office environments.",,,,,,,359.6,4.1
PRN-014,Printer,Brother,Brother Mono Laser Printer Model 1762,"Mono Laser Printer with print speed of 25 ppm, resolution 4800x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,481.15,4.5
PRN-015,Printer,Epson,Epson All-in-One Printer Model 3351,"All-in-One Printer with print speed of 20 ppm, resolution 1200x1200 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,831.65,4.6
PRN-016,Printer,Xerox,Xerox Inkjet Printer Model 8938,"Inkjet Printer with print speed of 30 ppm, resolution 2400x600 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,376.0,4.0
PRN-017,Printer,Ricoh,Ricoh Inkjet Printer Model 6174,"Inkjet Printer with print speed of 30 ppm, resolution 4800x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,815.4,4.5
PRN-018,Printer,Ricoh,Ricoh Laser Printer Model 8262,"Laser Printer with print speed of 30 ppm, resolution 2400x600 dpi, connectivity: USB. Ideal for office environments.",,,,,,,395.84,4.6
PRN-019,Printer,HP,HP All-in-One Printer Model 1847,"All-in-One Printer with print speed of 25 ppm, resolution 2400x600 dpi, connectivity: USB. Ideal for office environments.",,,,,,,142.01,4.7
PRN-020,Printer,Ricoh,Ricoh All-in-One Printer Model 4476,"All-in-One Printer with print speed of 50 ppm, resolution 600x600 dpi, connectivity: USB. Ideal for office environments.",,,,,,,263.44,4.5
PRN-021,Printer,Brother,Brother All-in-One Printer Model 7177,"All-in-One Printer with print speed of 50 ppm, resolution 600x600 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,234.93,3.9
PRN-022,Printer,Xerox,Xerox Mono Laser Printer Model 6922,"Mono Laser Printer with print speed of 50 ppm, resolution 4800x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,654.35,4.4
PRN-023,Printer,Brother,Brother All-in-One Printer Model 9148,"All-in-One Printer with print speed of 35 ppm, resolution 1200x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,197.61,4.6
PRN-024,Printer,Xerox,Xerox Laser Printer Model 3621,"Laser Printer with print speed of 30 ppm, resolution 1200x1200 dpi, connectivity: USB. Ideal for office environments.",,,,,,,265.67,3.9
PRN-025,Printer,Brother,Brother Mono Laser Printer Model 5711,"Mono Laser Printer with print speed of 50 ppm, resolution 1200x1200 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,376.17,4.7
PRN-026,Printer,Brother,Brother Laser Printer Model 7220,"Laser Printer with print speed of 40 ppm, resolution 4800x1200 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,680.55,4.4
PRN-027,Printer,Brother,Brother All-in-One Printer Model 9958,"All-in-One Printer with print speed of 35 ppm, resolution 600x600 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,461.33,4.6
PRN-028,Printer,HP,HP All-in-One Printer Model 9117,"All-in-One Printer with print speed of 50 ppm, resolution 1200x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,798.85,4.4
PRN-029,Printer,Brother,Brother All-in-One Printer Model 2647,"All-in-One Printer with print speed of 20 ppm, resolution 4800x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,639.0,3.9
PRN-030,Printer,HP,HP Mono Laser Printer Model 4232,"Mono Laser Printer with print speed of 30 ppm, resolution 1200x1200 dpi, connectivity: USB. Ideal for office environments.",,,,,,,650.84,4.8
PRN-031,Printer,HP,HP Mono Laser Printer Model 7131,"Mono Laser Printer with print speed of 35 ppm, resolution 600x600 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,273.89,4.3
PRN-032,Printer,Lexmark,Lexmark Inkjet Printer Model 5577,"Inkjet Printer with print speed of 20 ppm, resolution 1200x1200 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,779.44,4.4
PRN-033,Printer,Xerox,Xerox Color Laser Printer Model 9165,"Color Laser Printer with print speed of 20 ppm, resolution 4800x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,263.81,4.0
PRN-034,Printer,Lexmark,Lexmark Laser Printer Model 8267,"Laser Printer with print speed of 40 ppm, resolution 4800x1200 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,541.18,4.2
PRN-035,Printer,Brother,Brother Mono Laser Printer Model 2954,"Mono Laser Printer with print speed of 20 ppm, resolution 2400x600 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,626.07,3.9
PRN-036,Printer,Lexmark,Lexmark Laser Printer Model 6433,"Laser Printer with print speed of 25 ppm, resolution 4800x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,555.69,4.5
PRN-037,Printer,Brother,Brother Inkjet Printer Model 9150,"Inkjet Printer with print speed of 40 ppm, resolution 4800x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,422.98,4.7
PRN-038,Printer,Epson,Epson Laser Printer Model 3056,"Laser Printer with print speed of 20 ppm, resolution 4800x1200 dpi, connectivity: USB. Ideal for office environments.",,,,,,,477.46,4.4
PRN-039,Printer,HP,HP Mono Laser Printer Model 4779,"Mono Laser Printer with print speed of 25 ppm, resolution 4800x1200 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,467.04,3.9
PRN-040,Printer,Canon,Canon Mono Laser Printer Model 2799,"Mono Laser Printer with print speed of 25 ppm, resolution 1200x1200 dpi, connectivity: USB. Ideal for office environments.",,,,,,,364.31,4.6
PRN-041,Printer,Xerox,Xerox All-in-One Printer Model 2256,"All-in-One Printer with print speed of 35 ppm, resolution 4800x1200 dpi, connectivity: USB. Ideal for office environments.",,,,,,,131.83,4.1
PRN-042,Printer,Canon,Canon Color Laser Printer Model 8086,"Color Laser Printer with print speed of 40 ppm, resolution 2400x600 dpi, connectivity: USB. Ideal for office environments.",,,,,,,810.16,4.4
PRN-043,Printer,Epson,Epson Inkjet Printer Model 5913,"Inkjet Printer with print speed of 30 ppm, resolution 1200x1200 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,805.74,3.8
PRN-044,Printer,Brother,Brother All-in-One Printer Model 9701,"All-in-One Printer with print speed of 25 ppm, resolution 1200x1200 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,582.66,3.8
PRN-045,Printer,Brother,Brother Mono Laser Printer Model 6050,"Mono Laser Printer with print speed of 40 ppm, resolution 4800x1200 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,617.84,4.2
PRN-046,Printer,Xerox,Xerox Laser Printer Model 3043,"Laser Printer with print speed of 20 ppm, resolution 600x600 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,748.66,4.3
PRN-047,Printer,Canon,Canon Color Laser Printer Model 1725,"Color Laser Printer with print speed of 20 ppm, resolution 2400x600 dpi, connectivity: USB. Ideal for office environments.",,,,,,,552.06,4.8
PRN-048,Printer,HP,HP Inkjet Printer Model 9074,"Inkjet Printer with print speed of 20 ppm, resolution 600x600 dpi, connectivity: USB. Ideal for office environments.",,,,,,,712.25,4.6
PRN-049,Printer,Xerox,Xerox Mono Laser Printer Model 6351,"Mono Laser Printer with print speed of 25 ppm, resolution 4800x1200 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,253.61,3.9
PRN-050,Printer,Epson,Epson Color Laser Printer Model 8864,"Color Laser Printer with print speed of 40 ppm, resolution 2400x600 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,821.61,4.7
PRN-051,Printer,Brother,Brother Inkjet Printer Model 1830,"Inkjet Printer with print speed of 40 ppm, resolution 2400x600 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,273.1,3.9
PRN-052,Printer,HP,HP Color Laser Printer Model 7221,"Color Laser Printer with print speed of 50 ppm, resolution 4800x1200 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,213.85,4.4
PRN-053,Printer,Epson,Epson Mono Laser Printer Model 1096,"Mono Laser Printer with print speed of 30 ppm, resolution 2400x600 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,887.42,4.0
PRN-054,Printer,Canon,Canon Mono Laser Printer Model 7634,"Mono Laser Printer with print speed of 35 ppm, resolution 600x600 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,730.67,4.1
PRN-055,Printer,Canon,Canon Mono Laser Printer Model 5741,"Mono Laser Printer with print speed of 40 ppm, resolution 600x600 dpi, connectivity: USB. Ideal for office environments.",,,,,,,513.0,3.9
PRN-056,Printer,Ricoh,Ricoh All-in-One Printer Model 8213,"All-in-One Printer with print speed of 25 ppm, resolution 600x600 dpi, connectivity: USB. Ideal for office environments.",,,,,,,570.89,4.5
PRN-057,Printer,Canon,Canon Laser Printer Model 3483,"Laser Printer with print speed of 35 ppm, resolution 2400x600 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,887.33,3.9
PRN-058,Printer,HP,HP Mono Laser Printer Model 3508,"Mono Laser Printer with print speed of 50 ppm, resolution 2400x600 dpi, connectivity: USB. Ideal for office environments.",,,,,,,739.98,4.2
PRN-059,Printer,Lexmark,Lexmark Inkjet Printer Model 7270,"Inkjet Printer with print speed of 20 ppm, resolution 2400x600 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,604.92,4.6
PRN-060,Printer,Brother,Brother Laser Printer Model 6353,"Laser Printer with print speed of 35 ppm, resolution 4800x1200 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,673.33,3.9
PRN-061,Printer,Brother,Brother Color Laser Printer Model 6356,"Color Laser Printer with print speed of 25 ppm, resolution 1200x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,541.05,4.6
PRN-062,Printer,HP,HP Inkjet Printer Model 5570,"Inkjet Printer with print speed of 25 ppm, resolution 1200x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,494.04,4.3
PRN-063,Printer,Epson,Epson All-in-One Printer Model 9118,"All-in-One Printer with print speed of 25 ppm, resolution 2400x600 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,464.28,3.8
PRN-064,Printer,Brother,Brother Laser Printer Model 9319,"Laser Printer with print speed of 40 ppm, resolution 600x600 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,620.64,3.9
PRN-065,Printer,Brother,Brother All-in-One Printer Model 8995,"All-in-One Printer with print speed of 30 ppm, resolution 1200x1200 dpi, connectivity: USB. Ideal for office environments.",,,,,,,546.21,4.6
PRN-066,Printer,Lexmark,Lexmark Laser Printer Model 5585,"Laser Printer with print speed of 25 ppm, resolution 1200x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,695.29,4.4
PRN-067,Printer,Xerox,Xerox Inkjet Printer Model 7090,"Inkjet Printer with print speed of 50 ppm, resolution 1200x1200 dpi, connectivity: USB. Ideal for office environments.",,,,,,,449.26,4.3
PRN-068,Printer,Ricoh,Ricoh All-in-One Printer Model 6977,"All-in-One Printer with print speed of 30 ppm, resolution 600x600 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,636.47,4.4
PRN-069,Printer,Lexmark,Lexmark All-in-One Printer Model 8314,"All-in-One Printer with print speed of 50 ppm, resolution 1200x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,662.42,4.7
PRN-070,Printer,Brother,Brother Mono Laser Printer Model 2748,"Mono Laser Printer with print speed of 40 ppm, resolution 2400x600 dpi, connectivity: USB. Ideal for office environments.",,,,,,,438.46,4.0
PRN-071,Printer,Xerox,Xerox Mono Laser Printer Model 9351,"Mono Laser Printer with print speed of 25 ppm, resolution 2400x600 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,572.68,3.9
PRN-072,Printer,Lexmark,Lexmark Inkjet Printer Model 7653,"Inkjet Printer with print speed of 35 ppm, resolution 1200x1200 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,704.03,3.9
PRN-073,Printer,Xerox,Xerox Mono Laser Printer Model 5187,"Mono Laser Printer with print speed of 35 ppm, resolution 1200x1200 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,170.32,4.8
PRN-074,Printer,Lexmark,Lexmark Laser Printer Model 4093,"Laser Printer with print speed of 35 ppm, resolution 600x600 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,880.44,4.5
PRN-075,Printer,HP,HP Inkjet Printer Model 3505,"Inkjet Printer with print speed of 35 ppm, resolution 2400x600 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,370.75,4.0
PRN-076,Printer,Ricoh,Ricoh Mono Laser Printer Model 1690,"Mono Laser Printer with print speed of 25 ppm, resolution 4800x1200 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,179.54,4.3
PRN-077,Printer,Brother,Brother Laser Printer Model 7562,"Laser Printer with print speed of 20 ppm, resolution 1200x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,648.47,3.9
PRN-078,Printer,HP,HP All-in-One Printer Model 8433,"All-in-One Printer with print speed of 30 ppm, resolution 1200x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,262.74,4.7
PRN-079,Printer,Ricoh,Ricoh Laser Printer Model 3022,"Laser Printer with print speed of 30 ppm, resolution 4800x1200 dpi, connectivity: USB. Ideal for office environments.",,,,,,,286.63,4.5
PRN-080,Printer,Epson,Epson Laser Printer Model 9305,"Laser Printer with print speed of 20 ppm, resolution 600x600 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,568.3,4.6
PRN-081,Printer,HP,HP All-in-One Printer Model 9003,"All-in-One Printer with print speed of 25 ppm, resolution 1200x1200 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,896.82,4.0
PRN-082,Printer,Ricoh,Ricoh Mono Laser Printer Model 1236,"Mono Laser Printer with print speed of 20 ppm, resolution 4800x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,632.74,4.5
PRN-083,Printer,Brother,Brother Inkjet Printer Model 9798,"Inkjet Printer with print speed of 40 ppm, resolution 1200x1200 dpi, connectivity: USB. Ideal for office environments.",,,,,,,407.54,4.4
PRN-084,Printer,Xerox,Xerox Color Laser Printer Model 7254,"Color Laser Printer with print speed of 40 ppm, resolution 4800x1200 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,231.39,4.5
PRN-085,Printer,Ricoh,Ricoh All-in-One Printer Model 7858,"All-in-One Printer with print speed of 50 ppm, resolution 4800x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,619.32,4.5
PRN-086,Printer,Canon,Canon Inkjet Printer Model 2319,"Inkjet Printer with print speed of 20 ppm, resolution 2400x600 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,799.05,4.1
PRN-087,Printer,Epson,Epson All-in-One Printer Model 2749,"All-in-One Printer with print speed of 25 ppm, resolution 2400x600 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,697.31,4.3
PRN-088,Printer,Canon,Canon Inkjet Printer Model 3442,"Inkjet Printer with print speed of 20 ppm, resolution 4800x1200 dpi, connectivity: USB. Ideal for office environments.",,,,,,,189.38,4.8
PRN-089,Printer,Lexmark,Lexmark All-in-One Printer Model 2218,"All-in-One Printer with print speed of 25 ppm, resolution 2400x600 dpi, connectivity: USB + WiFi. Ideal for office environments.",,,,,,,216.89,4.7
PRN-090,Printer,Xerox,Xerox Laser Printer Model 6451,"Laser Printer with print speed of 20 ppm, resolution 600x600 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,221.87,4.5
PRN-091,Printer,Epson,Epson All-in-One Printer Model 8542,"All-in-One Printer with print speed of 20 ppm, resolution 600x600 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,393.12,3.8
PRN-092,Printer,Canon,Canon Color Laser Printer Model 1126,"Color Laser Printer with print speed of 20 ppm, resolution 4800x1200 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,726.25,4.2
PRN-093,Printer,Xerox,Xerox Inkjet Printer Model 5163,"Inkjet Printer with print speed of 25 ppm, resolution 1200x1200 dpi, connectivity: USB. Ideal for office environments.",,,,,,,126.92,4.6
PRN-094,Printer,HP,HP Mono Laser Printer Model 6213,"Mono Laser Printer with print speed of 25 ppm, resolution 600x600 dpi, connectivity: USB. Ideal for office environments.",,,,,,,324.48,4.0
PRN-095,Printer,Lexmark,Lexmark All-in-One Printer Model 4699,"All-in-One Printer with print speed of 25 ppm, resolution 2400x600 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,356.0,4.5
PRN-096,Printer,HP,HP Inkjet Printer Model 6048,"Inkjet Printer with print speed of 40 ppm, resolution 1200x1200 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,578.89,4.7
PRN-097,Printer,Lexmark,Lexmark Color Laser Printer Model 5766,"Color Laser Printer with print speed of 40 ppm, resolution 2400x600 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,112.6,4.3
PRN-098,Printer,Epson,Epson Color Laser Printer Model 5352,"Color Laser Printer with print speed of 35 ppm, resolution 600x600 dpi, connectivity: USB + Ethernet. Ideal for office environments.",,,,,,,652.23,4.6
PRN-099,Printer,Lexmark,Lexmark All-in-One Printer Model 4208,"All-in-One Printer with print speed of 35 ppm, resolution 600x600 dpi, connectivity: USB. Ideal for office environments.",,,,,,,794.35,4.5
PRN-100,Printer,Brother,Brother Mono Laser Printer Model 1269,"Mono Laser Printer with print speed of 50 ppm, resolution 4800x1200 dpi, connectivity: USB + WiFi + Ethernet. Ideal for office environments.",,,,,,,767.82,4.0
DSK-001,Desk,Fully,Fully Sitting Desk Model 265,"Sitting Desk made with Particleboard, dimensions 48x24 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,1154.02,4.6
DSK-002,Desk,Steelcase,Steelcase Compact Desk Model 532,"Compact Desk made with Particleboard, dimensions 60x30 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,925.79,4.5
DSK-003,Desk,Vari,Vari Standing Desk Model 432,"Standing Desk made with Metal Frame + Wood Top, dimensions 55x28 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,368.77,4.2
DSK-004,Desk,Fully,Fully Executive Desk Model 489,"Executive Desk made with Particleboard, dimensions 80x36 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,491.87,4.5
DSK-005,Desk,Steelcase,Steelcase Adjustable Desk Model 562,"Adjustable Desk made with Particleboard, dimensions 72x30 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,756.08,3.9
DSK-006,Desk,Autonomous,Autonomous Standing Desk Model 207,"Standing Desk made with Particleboard, dimensions 48x24 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,400.84,4.4
DSK-007,Desk,Herman Miller,Herman Miller Executive Desk Model 245,"Executive Desk made with Metal Frame + Wood Top, dimensions 48x24 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,882.03,4.3
DSK-008,Desk,Vari,Vari Standing Desk Model 119,"Standing Desk made with Laminate, dimensions 55x28 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,759.94,4.5
DSK-009,Desk,Steelcase,Steelcase Compact Desk Model 754,"Compact Desk made with Wood, dimensions 60x30 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,1250.52,3.9
DSK-010,Desk,Ikea,Ikea Standing Desk Model 457,"Standing Desk made with Bamboo, dimensions 59x29 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,1053.6,4.6
DSK-011,Desk,Fully,Fully L‑Shaped Desk Model 973,"L‑Shaped Desk made with Metal Frame + Wood Top, dimensions 60x30 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,577.04,4.0
DSK-012,Desk,HON,HON L‑Shaped Desk Model 227,"L‑Shaped Desk made with Particleboard, dimensions 72x30 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,685.62,4.2
DSK-013,Desk,Vari,Vari Sitting Desk Model 454,"Sitting Desk made with Bamboo, dimensions 59x29 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,335.12,4.5
DSK-014,Desk,Fully,Fully Adjustable Desk Model 850,"Adjustable Desk made with Bamboo, dimensions 55x28 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,742.78,4.3
DSK-015,Desk,Ikea,Ikea L‑Shaped Desk Model 174,"L‑Shaped Desk made with Laminate, dimensions 55x28 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,713.84,4.4
DSK-016,Desk,Steelcase,Steelcase L‑Shaped Desk Model 917,"L‑Shaped Desk made with Particleboard, dimensions 60x30 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,303.92,4.1
DSK-017,Desk,Steelcase,Steelcase Executive Desk Model 832,"Executive Desk made with Bamboo, dimensions 60x30 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,565.76,4.0
DSK-018,Desk,Ikea,Ikea Executive Desk Model 359,"Executive Desk made with Wood, dimensions 47x27 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,366.18,4.6
DSK-019,Desk,Fully,Fully Standing Desk Model 686,"Standing Desk made with Bamboo, dimensions 48x24 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,1087.65,4.5
DSK-020,Desk,Fully,Fully Compact Desk Model 497,"Compact Desk made with Laminate, dimensions 47x27 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,674.37,3.9
DSK-021,Desk,Fully,Fully Adjustable Desk Model 490,"Adjustable Desk made with Metal Frame + Wood Top, dimensions 72x30 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,197.61,4.6
